token	company	director	label
a	AMAZON.COM INC	6	O
director	AMAZON.COM INC	6	B-TITLE
since	AMAZON.COM INC	6	O
December	AMAZON.COM INC	6	B-DATE
2010	AMAZON.COM INC	6	I-DATE
.	AMAZON.COM INC	6	O
		
Mr.	AMAZON.COM INC	6	O
Rubinstein	AMAZON.COM INC	6	B-PERSON
was	AMAZON.COM INC	6	O
co-CEO	AMAZON.COM INC	6	B-TITLE
of	AMAZON.COM INC	6	O
Bridgewater	AMAZON.COM INC	6	B-ORG
Associates	AMAZON.COM INC	6	I-ORG
,	AMAZON.COM INC	6	I-ORG
LP	AMAZON.COM INC	6	I-ORG
,	AMAZON.COM INC	6	O
a	AMAZON.COM INC	6	O
global	AMAZON.COM INC	6	O
investment	AMAZON.COM INC	6	O
management	AMAZON.COM INC	6	O
firm	AMAZON.COM INC	6	O
,	AMAZON.COM INC	6	O
from	AMAZON.COM INC	6	O
May	AMAZON.COM INC	6	B-DATE
2016	AMAZON.COM INC	6	I-DATE
to	AMAZON.COM INC	6	I-DATE
April	AMAZON.COM INC	6	I-DATE
2017	AMAZON.COM INC	6	I-DATE
.	AMAZON.COM INC	6	O
		
Previously	AMAZON.COM INC	6	O
,	AMAZON.COM INC	6	O
Mr.	AMAZON.COM INC	6	O
Rubinstein	AMAZON.COM INC	6	B-PERSON
was	AMAZON.COM INC	6	O
Senior	AMAZON.COM INC	6	B-TITLE
Vice	AMAZON.COM INC	6	I-TITLE
President	AMAZON.COM INC	6	I-TITLE
,	AMAZON.COM INC	6	I-TITLE
Product	AMAZON.COM INC	6	I-TITLE
Innovation	AMAZON.COM INC	6	I-TITLE
,	AMAZON.COM INC	6	O
for	AMAZON.COM INC	6	O
the	AMAZON.COM INC	6	O
Personal	AMAZON.COM INC	6	B-ORG
Systems	AMAZON.COM INC	6	I-ORG
Group	AMAZON.COM INC	6	I-ORG
at	AMAZON.COM INC	6	O
the	AMAZON.COM INC	6	O
Hewlett-Packard	AMAZON.COM INC	6	B-ORG
Company	AMAZON.COM INC	6	I-ORG
(	AMAZON.COM INC	6	O
“	AMAZON.COM INC	6	O
HP	AMAZON.COM INC	6	B-ORG
”	AMAZON.COM INC	6	O
)	AMAZON.COM INC	6	O
,	AMAZON.COM INC	6	O
a	AMAZON.COM INC	6	O
multinational	AMAZON.COM INC	6	O
information	AMAZON.COM INC	6	O
technology	AMAZON.COM INC	6	O
company	AMAZON.COM INC	6	O
,	AMAZON.COM INC	6	O
from	AMAZON.COM INC	6	O
July	AMAZON.COM INC	6	B-DATE
2011	AMAZON.COM INC	6	I-DATE
to	AMAZON.COM INC	6	I-DATE
January	AMAZON.COM INC	6	I-DATE
2012	AMAZON.COM INC	6	I-DATE
,	AMAZON.COM INC	6	O
and	AMAZON.COM INC	6	O
served	AMAZON.COM INC	6	O
as	AMAZON.COM INC	6	O
Senior	AMAZON.COM INC	6	B-PERSON
Vice	AMAZON.COM INC	6	I-PERSON
President	AMAZON.COM INC	6	I-PERSON
and	AMAZON.COM INC	6	O
General	AMAZON.COM INC	6	B-PERSON
Manager	AMAZON.COM INC	6	I-PERSON
,	AMAZON.COM INC	6	O
Palm	AMAZON.COM INC	6	B-ORG
Global	AMAZON.COM INC	6	I-ORG
Business	AMAZON.COM INC	6	I-ORG
Unit	AMAZON.COM INC	6	I-ORG
,	AMAZON.COM INC	6	O
at	AMAZON.COM INC	6	O
HP	AMAZON.COM INC	6	B-ORG
from	AMAZON.COM INC	6	O
July	AMAZON.COM INC	6	B-DATE
2010	AMAZON.COM INC	6	I-DATE
to	AMAZON.COM INC	6	I-DATE
July	AMAZON.COM INC	6	I-DATE
2011	AMAZON.COM INC	6	I-DATE
.	AMAZON.COM INC	6	O
		
Mr.	AMAZON.COM INC	6	O
Rubinstein	AMAZON.COM INC	6	B-PERSON
was	AMAZON.COM INC	6	O
Chief	AMAZON.COM INC	6	B-TITLE
Executive	AMAZON.COM INC	6	I-TITLE
Officer	AMAZON.COM INC	6	I-TITLE
and	AMAZON.COM INC	6	O
President	AMAZON.COM INC	6	B-TITLE
of	AMAZON.COM INC	6	O
Palm	AMAZON.COM INC	6	B-ORG
,	AMAZON.COM INC	6	I-ORG
Inc.	AMAZON.COM INC	6	I-ORG
,	AMAZON.COM INC	6	O
a	AMAZON.COM INC	6	O
smartphone	AMAZON.COM INC	6	O
manufacturer	AMAZON.COM INC	6	O
,	AMAZON.COM INC	6	O
from	AMAZON.COM INC	6	O
June	AMAZON.COM INC	6	B-DATE
2009	AMAZON.COM INC	6	I-DATE
until	AMAZON.COM INC	6	O
its	AMAZON.COM INC	6	O
acquisition	AMAZON.COM INC	6	O
by	AMAZON.COM INC	6	O
HP	AMAZON.COM INC	6	B-ORG
in	AMAZON.COM INC	6	O
July	AMAZON.COM INC	6	B-DATE
2010	AMAZON.COM INC	6	I-DATE
,	AMAZON.COM INC	6	O
and	AMAZON.COM INC	6	O
Chairman	AMAZON.COM INC	6	B-TITLE
of	AMAZON.COM INC	6	O
the	AMAZON.COM INC	6	O
Board	AMAZON.COM INC	6	B-ORG
of	AMAZON.COM INC	6	O
Palm	AMAZON.COM INC	6	B-ORG
,	AMAZON.COM INC	6	I-ORG
Inc.	AMAZON.COM INC	6	I-ORG
from	AMAZON.COM INC	6	O
October	AMAZON.COM INC	6	B-DATE
2007	AMAZON.COM INC	6	I-DATE
through	AMAZON.COM INC	6	O
the	AMAZON.COM INC	6	O
acquisition	AMAZON.COM INC	6	O
.	AMAZON.COM INC	6	O
		
Prior	AMAZON.COM INC	6	O
to	AMAZON.COM INC	6	O
joining	AMAZON.COM INC	6	O
Palm	AMAZON.COM INC	6	B-ORG
,	AMAZON.COM INC	6	O
Mr.	AMAZON.COM INC	6	O
Rubinstein	AMAZON.COM INC	6	B-PERSON
was	AMAZON.COM INC	6	O
a	AMAZON.COM INC	6	O
Senior	AMAZON.COM INC	6	B-TITLE
Vice	AMAZON.COM INC	6	I-TITLE
President	AMAZON.COM INC	6	I-TITLE
at	AMAZON.COM INC	6	O
Apple	AMAZON.COM INC	6	B-ORG
Inc.	AMAZON.COM INC	6	I-ORG
,	AMAZON.COM INC	6	O
also	AMAZON.COM INC	6	O
serving	AMAZON.COM INC	6	O
as	AMAZON.COM INC	6	O
the	AMAZON.COM INC	6	O
General	AMAZON.COM INC	6	B-TITLE
Manager	AMAZON.COM INC	6	I-TITLE
of	AMAZON.COM INC	6	O
the	AMAZON.COM INC	6	O
iPod	AMAZON.COM INC	6	B-ORG
Division	AMAZON.COM INC	6	I-ORG
.	AMAZON.COM INC	6	O
		
Mr.	AMAZON.COM INC	6	O
Rubinstein	AMAZON.COM INC	6	B-PERSON
served	AMAZON.COM INC	6	O
as	AMAZON.COM INC	6	O
a	AMAZON.COM INC	6	O
director	AMAZON.COM INC	6	B-TITLE
of	AMAZON.COM INC	6	O
Qualcomm	AMAZON.COM INC	6	B-ORG
Incorporated	AMAZON.COM INC	6	I-ORG
from	AMAZON.COM INC	6	O
May	AMAZON.COM INC	6	B-DATE
2013	AMAZON.COM INC	6	I-DATE
to	AMAZON.COM INC	6	I-DATE
May	AMAZON.COM INC	6	I-DATE
2016	AMAZON.COM INC	6	I-DATE
.	AMAZON.COM INC	6	O
		
Mr.	AMAZON.COM INC	6	O
Rubinstein	AMAZON.COM INC	6	B-PERSON
s	AMAZON.COM INC	6	O
individual	AMAZON.COM INC	6	O
qualifications	AMAZON.COM INC	6	O
and	AMAZON.COM INC	6	O
skills	AMAZON.COM INC	6	O
as	AMAZON.COM INC	6	O
a	AMAZON.COM INC	6	O
director	AMAZON.COM INC	6	B-TITLE
include	AMAZON.COM INC	6	O
his	AMAZON.COM INC	6	O
leadership	AMAZON.COM INC	6	O
and	AMAZON.COM INC	6	O
technology	AMAZON.COM INC	6	O
experience	AMAZON.COM INC	6	O
as	AMAZON.COM INC	6	O
a	AMAZON.COM INC	6	O
senior	AMAZON.COM INC	6	B-TITLE
executive	AMAZON.COM INC	6	I-TITLE
at	AMAZON.COM INC	6	O
large	AMAZON.COM INC	6	O
financial	AMAZON.COM INC	6	O
and	AMAZON.COM INC	6	O
technology	AMAZON.COM INC	6	O
companies	AMAZON.COM INC	6	O
,	AMAZON.COM INC	6	O
through	AMAZON.COM INC	6	O
which	AMAZON.COM INC	6	O
he	AMAZON.COM INC	6	O
gained	AMAZON.COM INC	6	O
experience	AMAZON.COM INC	6	O
with	AMAZON.COM INC	6	O
hardware	AMAZON.COM INC	6	O
devices	AMAZON.COM INC	6	O
and	AMAZON.COM INC	6	O
emerging	AMAZON.COM INC	6	O
technologies	AMAZON.COM INC	6	O
,	AMAZON.COM INC	6	O
as	AMAZON.COM INC	6	O
well	AMAZON.COM INC	6	O
as	AMAZON.COM INC	6	O
his	AMAZON.COM INC	6	O
customer	AMAZON.COM INC	6	O
experience	AMAZON.COM INC	6	O
skills	AMAZON.COM INC	6	O
and	AMAZON.COM INC	6	O
skills	AMAZON.COM INC	6	O
relating	AMAZON.COM INC	6	O
to	AMAZON.COM INC	6	O
financial	AMAZON.COM INC	6	O
statement	AMAZON.COM INC	6	O
and	AMAZON.COM INC	6	O
accounting	AMAZON.COM INC	6	O
matters	AMAZON.COM INC	6	O
.	AMAZON.COM INC	6	O
		
Thomas	AMAZON.COM INC	7	B-PERSON
O.	AMAZON.COM INC	7	I-PERSON
Ryder	AMAZON.COM INC	7	I-PERSON
,	AMAZON.COM INC	7	O
age	AMAZON.COM INC	7	B-DATE
74	AMAZON.COM INC	7	I-DATE
,	AMAZON.COM INC	7	O
has	AMAZON.COM INC	7	O
been	AMAZON.COM INC	7	O
a	AMAZON.COM INC	7	O
director	AMAZON.COM INC	7	B-TITLE
since	AMAZON.COM INC	7	O
November	AMAZON.COM INC	7	B-DATE
2002	AMAZON.COM INC	7	I-DATE
.	AMAZON.COM INC	7	O
		
Mr.	AMAZON.COM INC	7	O
Ryder	AMAZON.COM INC	7	B-PERSON
was	AMAZON.COM INC	7	O
Chairman	AMAZON.COM INC	7	B-TITLE
of	AMAZON.COM INC	7	O
the	AMAZON.COM INC	7	O
Reader	AMAZON.COM INC	7	B-ORG
s	AMAZON.COM INC	7	I-ORG
Digest	AMAZON.COM INC	7	I-ORG
Association	AMAZON.COM INC	7	I-ORG
,	AMAZON.COM INC	7	I-ORG
Inc.	AMAZON.COM INC	7	I-ORG
from	AMAZON.COM INC	7	O
April	AMAZON.COM INC	7	B-DATE
1998	AMAZON.COM INC	7	I-DATE
to	AMAZON.COM INC	7	I-DATE
December	AMAZON.COM INC	7	I-DATE
2006	AMAZON.COM INC	7	I-DATE
,	AMAZON.COM INC	7	O
and	AMAZON.COM INC	7	O
was	AMAZON.COM INC	7	O
Chief	AMAZON.COM INC	7	B-TITLE
Executive	AMAZON.COM INC	7	I-TITLE
Officer	AMAZON.COM INC	7	I-TITLE
from	AMAZON.COM INC	7	O
April	AMAZON.COM INC	7	B-DATE
1998	AMAZON.COM INC	7	I-DATE
to	AMAZON.COM INC	7	I-DATE
December	AMAZON.COM INC	7	I-DATE
2005	AMAZON.COM INC	7	I-DATE
.	AMAZON.COM INC	7	O
		
From	AMAZON.COM INC	7	O
1984	AMAZON.COM INC	7	B-DATE
to	AMAZON.COM INC	7	I-DATE
1998	AMAZON.COM INC	7	I-DATE
,	AMAZON.COM INC	7	O
Mr.	AMAZON.COM INC	7	O
Ryder	AMAZON.COM INC	7	B-PERSON
worked	AMAZON.COM INC	7	O
in	AMAZON.COM INC	7	O
several	AMAZON.COM INC	7	O
roles	AMAZON.COM INC	7	O
at	AMAZON.COM INC	7	O
American	AMAZON.COM INC	7	B-ORG
Express	AMAZON.COM INC	7	I-ORG
,	AMAZON.COM INC	7	O
including	AMAZON.COM INC	7	O
as	AMAZON.COM INC	7	O
President	AMAZON.COM INC	7	B-TITLE
of	AMAZON.COM INC	7	O
American	AMAZON.COM INC	7	B-ORG
Express	AMAZON.COM INC	7	I-ORG
Travel	AMAZON.COM INC	7	I-ORG
Related	AMAZON.COM INC	7	I-ORG
Services	AMAZON.COM INC	7	I-ORG
International	AMAZON.COM INC	7	I-ORG
.	AMAZON.COM INC	7	O
		
Mr.	AMAZON.COM INC	7	O
Ryder	AMAZON.COM INC	7	B-PERSON
served	AMAZON.COM INC	7	O
as	AMAZON.COM INC	7	O
a	AMAZON.COM INC	7	O
director	AMAZON.COM INC	7	B-TITLE
of	AMAZON.COM INC	7	O
ILG	AMAZON.COM INC	7	B-ORG
,	AMAZON.COM INC	7	I-ORG
Inc.	AMAZON.COM INC	7	I-ORG
from	AMAZON.COM INC	7	O
May	AMAZON.COM INC	7	B-DATE
2016	AMAZON.COM INC	7	I-DATE
to	AMAZON.COM INC	7	I-DATE
September	AMAZON.COM INC	7	I-DATE
2018	AMAZON.COM INC	7	I-DATE
,	AMAZON.COM INC	7	O
a	AMAZON.COM INC	7	O
director	AMAZON.COM INC	7	B-TITLE
of	AMAZON.COM INC	7	O
RPX	AMAZON.COM INC	7	B-ORG
Corporation	AMAZON.COM INC	7	I-ORG
from	AMAZON.COM INC	7	O
December	AMAZON.COM INC	7	B-DATE
2009	AMAZON.COM INC	7	I-DATE
to	AMAZON.COM INC	7	I-DATE
June	AMAZON.COM INC	7	I-DATE
2017	AMAZON.COM INC	7	I-DATE
,	AMAZON.COM INC	7	O
a	AMAZON.COM INC	7	O
director	AMAZON.COM INC	7	B-TITLE
of	AMAZON.COM INC	7	O
Quad/Graphics	AMAZON.COM INC	7	B-ORG
,	AMAZON.COM INC	7	I-ORG
Inc.	AMAZON.COM INC	7	I-ORG
from	AMAZON.COM INC	7	O
July	AMAZON.COM INC	7	B-DATE
2010	AMAZON.COM INC	7	I-DATE
to	AMAZON.COM INC	7	I-DATE
May	AMAZON.COM INC	7	I-DATE
2017	AMAZON.COM INC	7	I-DATE
,	AMAZON.COM INC	7	O
a	AMAZON.COM INC	7	O
director	AMAZON.COM INC	7	B-TITLE
of	AMAZON.COM INC	7	O
Starwood	AMAZON.COM INC	7	B-ORG
Hotels	AMAZON.COM INC	7	I-ORG
&	AMAZON.COM INC	7	I-ORG
Resorts	AMAZON.COM INC	7	I-ORG
Worldwide	AMAZON.COM INC	7	I-ORG
,	AMAZON.COM INC	7	I-ORG
Inc.	AMAZON.COM INC	7	I-ORG
from	AMAZON.COM INC	7	O
April	AMAZON.COM INC	7	B-DATE
2001	AMAZON.COM INC	7	I-DATE
to	AMAZON.COM INC	7	I-DATE
September	AMAZON.COM INC	7	I-DATE
2016	AMAZON.COM INC	7	I-DATE
,	AMAZON.COM INC	7	O
and	AMAZON.COM INC	7	O
Chairman	AMAZON.COM INC	7	B-TITLE
of	AMAZON.COM INC	7	O
the	AMAZON.COM INC	7	O
Board	AMAZON.COM INC	7	B-ORG
of	AMAZON.COM INC	7	I-ORG
Directors	AMAZON.COM INC	7	I-ORG
at	AMAZON.COM INC	7	O
Virgin	AMAZON.COM INC	7	B-ORG
Mobile	AMAZON.COM INC	7	I-ORG
USA	AMAZON.COM INC	7	I-ORG
,	AMAZON.COM INC	7	I-ORG
Inc.	AMAZON.COM INC	7	I-ORG
from	AMAZON.COM INC	7	O
October	AMAZON.COM INC	7	B-DATE
2007	AMAZON.COM INC	7	I-DATE
to	AMAZON.COM INC	7	I-DATE
November	AMAZON.COM INC	7	I-DATE
2009	AMAZON.COM INC	7	I-DATE
.	AMAZON.COM INC	7	O
		
Mr.	AMAZON.COM INC	7	O
Ryder	AMAZON.COM INC	7	B-PERSON
s	AMAZON.COM INC	7	O
individual	AMAZON.COM INC	7	O
qualifications	AMAZON.COM INC	7	O
and	AMAZON.COM INC	7	O
skills	AMAZON.COM INC	7	O
as	AMAZON.COM INC	7	O
a	AMAZON.COM INC	7	O
director	AMAZON.COM INC	7	B-TITLE
include	AMAZON.COM INC	7	O
his	AMAZON.COM INC	7	O
leadership	AMAZON.COM INC	7	O
experience	AMAZON.COM INC	7	O
as	AMAZON.COM INC	7	O
a	AMAZON.COM INC	7	O
senior	AMAZON.COM INC	7	O
executive	AMAZON.COM INC	7	O
of	AMAZON.COM INC	7	O
Reader	AMAZON.COM INC	7	B-ORG
s	AMAZON.COM INC	7	I-ORG
Digest	AMAZON.COM INC	7	I-ORG
,	AMAZON.COM INC	7	O
a	AMAZON.COM INC	7	O
large	AMAZON.COM INC	7	O
media	AMAZON.COM INC	7	O
and	AMAZON.COM INC	7	O
publishing	AMAZON.COM INC	7	O
company	AMAZON.COM INC	7	O
,	AMAZON.COM INC	7	O
and	AMAZON.COM INC	7	O
American	AMAZON.COM INC	7	B-ORG
Express	AMAZON.COM INC	7	I-ORG
,	AMAZON.COM INC	7	O
a	AMAZON.COM INC	7	O
large	AMAZON.COM INC	7	O
financial	AMAZON.COM INC	7	O
services	AMAZON.COM INC	7	O
company	AMAZON.COM INC	7	O
,	AMAZON.COM INC	7	O
through	AMAZON.COM INC	7	O
which	AMAZON.COM INC	7	O
he	AMAZON.COM INC	7	O
gained	AMAZON.COM INC	7	O
experience	AMAZON.COM INC	7	O
with	AMAZON.COM INC	7	O
intellectual	AMAZON.COM INC	7	O
property	AMAZON.COM INC	7	O
,	AMAZON.COM INC	7	O
media	AMAZON.COM INC	7	O
,	AMAZON.COM INC	7	O
enterprise	AMAZON.COM INC	7	O
sales	AMAZON.COM INC	7	O
,	AMAZON.COM INC	7	O
payments	AMAZON.COM INC	7	O
,	AMAZON.COM INC	7	O
and	AMAZON.COM INC	7	O
international	AMAZON.COM INC	7	O
operations	AMAZON.COM INC	7	O
,	AMAZON.COM INC	7	O
as	AMAZON.COM INC	7	O
well	AMAZON.COM INC	7	O
as	AMAZON.COM INC	7	O
his	AMAZON.COM INC	7	O
customer	AMAZON.COM INC	7	O
experience	AMAZON.COM INC	7	O
skills	AMAZON.COM INC	7	O
and	AMAZON.COM INC	7	O
skills	AMAZON.COM INC	7	O
relating	AMAZON.COM INC	7	O
to	AMAZON.COM INC	7	O
financial	AMAZON.COM INC	7	O
statement	AMAZON.COM INC	7	O
and	AMAZON.COM INC	7	O
accounting	AMAZON.COM INC	7	O
matters	AMAZON.COM INC	7	O
.	AMAZON.COM INC	7	O
		
Patricia	AMAZON.COM INC	8	B-PERSON
Q.	AMAZON.COM INC	8	I-PERSON
Stonesifer	AMAZON.COM INC	8	I-PERSON
,	AMAZON.COM INC	8	O
age	AMAZON.COM INC	8	B-DATE
62	AMAZON.COM INC	8	I-DATE
,	AMAZON.COM INC	8	O
has	AMAZON.COM INC	8	O
been	AMAZON.COM INC	8	O
a	AMAZON.COM INC	8	O
director	AMAZON.COM INC	8	B-TITLE
since	AMAZON.COM INC	8	O
February	AMAZON.COM INC	8	B-DATE
1997	AMAZON.COM INC	8	I-DATE
.	AMAZON.COM INC	8	O
		
Ms.	AMAZON.COM INC	8	O
Stonesifer	AMAZON.COM INC	8	B-PERSON
served	AMAZON.COM INC	8	O
as	AMAZON.COM INC	8	O
the	AMAZON.COM INC	8	O
President	AMAZON.COM INC	8	B-TITLE
and	AMAZON.COM INC	8	O
CEO	AMAZON.COM INC	8	B-TITLE
of	AMAZON.COM INC	8	O
Martha	AMAZON.COM INC	8	B-ORG
s	AMAZON.COM INC	8	I-ORG
Table	AMAZON.COM INC	8	I-ORG
,	AMAZON.COM INC	8	O
a	AMAZON.COM INC	8	O
non-profit	AMAZON.COM INC	8	O
,	AMAZON.COM INC	8	O
from	AMAZON.COM INC	8	O
April	AMAZON.COM INC	8	B-DATE
2013	AMAZON.COM INC	8	I-DATE
to	AMAZON.COM INC	8	I-DATE
March	AMAZON.COM INC	8	B-DATE
2019	AMAZON.COM INC	8	I-DATE
.	AMAZON.COM INC	8	O
		
She	AMAZON.COM INC	8	O
served	AMAZON.COM INC	8	O
as	AMAZON.COM INC	8	O
Chair	AMAZON.COM INC	8	B-TITLE
of	AMAZON.COM INC	8	O
the	AMAZON.COM INC	8	O
Board	AMAZON.COM INC	8	B-ORG
of	AMAZON.COM INC	8	I-ORG
Regents	AMAZON.COM INC	8	I-ORG
of	AMAZON.COM INC	8	O
the	AMAZON.COM INC	8	O
Smithsonian	AMAZON.COM INC	8	B-ORG
Institution	AMAZON.COM INC	8	I-ORG
from	AMAZON.COM INC	8	O
January	AMAZON.COM INC	8	B-DATE
2009	AMAZON.COM INC	8	I-DATE
to	AMAZON.COM INC	8	I-DATE
January	AMAZON.COM INC	8	I-DATE
2012	AMAZON.COM INC	8	I-DATE
and	AMAZON.COM INC	8	O
as	AMAZON.COM INC	8	O
Vice	AMAZON.COM INC	8	B-TITLE
Chair	AMAZON.COM INC	8	I-TITLE
from	AMAZON.COM INC	8	O
January	AMAZON.COM INC	8	B-DATE
2012	AMAZON.COM INC	8	I-DATE
to	AMAZON.COM INC	8	I-DATE
January	AMAZON.COM INC	8	I-DATE
2013	AMAZON.COM INC	8	I-DATE
.	AMAZON.COM INC	8	O
		
From	AMAZON.COM INC	8	O
September	AMAZON.COM INC	8	B-DATE
2008	AMAZON.COM INC	8	I-DATE
to	AMAZON.COM INC	8	I-DATE
January	AMAZON.COM INC	8	I-DATE
2012	AMAZON.COM INC	8	I-DATE
,	AMAZON.COM INC	8	O
she	AMAZON.COM INC	8	O
served	AMAZON.COM INC	8	O
as	AMAZON.COM INC	8	O
senior	AMAZON.COM INC	8	B-TITLE
advisor	AMAZON.COM INC	8	I-TITLE
to	AMAZON.COM INC	8	O
the	AMAZON.COM INC	8	O
Bill	AMAZON.COM INC	8	B-ORG
and	AMAZON.COM INC	8	I-ORG
Melinda	AMAZON.COM INC	8	I-ORG
Gates	AMAZON.COM INC	8	I-ORG
Foundation	AMAZON.COM INC	8	I-ORG
,	AMAZON.COM INC	8	O
a	AMAZON.COM INC	8	O
private	AMAZON.COM INC	8	O
philanthropic	AMAZON.COM INC	8	O
organization	AMAZON.COM INC	8	O
,	AMAZON.COM INC	8	O
where	AMAZON.COM INC	8	O
she	AMAZON.COM INC	8	O
was	AMAZON.COM INC	8	O
Chief	AMAZON.COM INC	8	B-TITLE
Executive	AMAZON.COM INC	8	I-TITLE
Officer	AMAZON.COM INC	8	I-TITLE
from	AMAZON.COM INC	8	O
January	AMAZON.COM INC	8	B-DATE
2006	AMAZON.COM INC	8	I-DATE
to	AMAZON.COM INC	8	I-DATE
September	AMAZON.COM INC	8	I-DATE
2008	AMAZON.COM INC	8	I-DATE
and	AMAZON.COM INC	8	O
President	AMAZON.COM INC	8	B-PERSON
and	AMAZON.COM INC	8	O
Co-chair	AMAZON.COM INC	8	B-PERSON
from	AMAZON.COM INC	8	O
June	AMAZON.COM INC	8	B-DATE
1997	AMAZON.COM INC	8	I-DATE
to	AMAZON.COM INC	8	I-DATE
January	AMAZON.COM INC	8	I-DATE
2006	AMAZON.COM INC	8	I-DATE
.	AMAZON.COM INC	8	O
		
Since	AMAZON.COM INC	8	O
September	AMAZON.COM INC	8	B-DATE
2009	AMAZON.COM INC	8	I-DATE
,	AMAZON.COM INC	8	O
she	AMAZON.COM INC	8	O
has	AMAZON.COM INC	8	O
also	AMAZON.COM INC	8	O
served	AMAZON.COM INC	8	O
as	AMAZON.COM INC	8	O
a	AMAZON.COM INC	8	O
private	AMAZON.COM INC	8	O
philanthropy	AMAZON.COM INC	8	O
advisor	AMAZON.COM INC	8	O
.	AMAZON.COM INC	8	O
		
From	AMAZON.COM INC	8	O
1988	AMAZON.COM INC	8	B-DATE
to	AMAZON.COM INC	8	O
1997	AMAZON.COM INC	8	B-DATE
,	AMAZON.COM INC	8	O
she	AMAZON.COM INC	8	O
worked	AMAZON.COM INC	8	O
in	AMAZON.COM INC	8	O
many	AMAZON.COM INC	8	O
roles	AMAZON.COM INC	8	O
at	AMAZON.COM INC	8	O
Microsoft	AMAZON.COM INC	8	B-ORG
Corporation	AMAZON.COM INC	8	I-ORG
,	AMAZON.COM INC	8	O
including	AMAZON.COM INC	8	O
as	AMAZON.COM INC	8	O
a	AMAZON.COM INC	8	O
Senior	AMAZON.COM INC	8	B-TITLE
Vice	AMAZON.COM INC	8	I-TITLE
President	AMAZON.COM INC	8	I-TITLE
of	AMAZON.COM INC	8	O
the	AMAZON.COM INC	8	O
Interactive	AMAZON.COM INC	8	B-ORG
Media	AMAZON.COM INC	8	I-ORG
Division	AMAZON.COM INC	8	I-ORG
,	AMAZON.COM INC	8	O
and	AMAZON.COM INC	8	O
also	AMAZON.COM INC	8	O
served	AMAZON.COM INC	8	O
as	AMAZON.COM INC	8	O
the	AMAZON.COM INC	8	O
Chairwoman	AMAZON.COM INC	8	B-TITLE
of	AMAZON.COM INC	8	O
the	AMAZON.COM INC	8	O
Gates	AMAZON.COM INC	8	B-ORG
Learning	AMAZON.COM INC	8	I-ORG
Foundation	AMAZON.COM INC	8	I-ORG
from	AMAZON.COM INC	8	O
1997	AMAZON.COM INC	8	B-DATE
to	AMAZON.COM INC	8	I-DATE
1999	AMAZON.COM INC	8	B-DATE
.	AMAZON.COM INC	8	O
		
Ms.	AMAZON.COM INC	8	O
Stonesifer	AMAZON.COM INC	8	B-PERSON
s	AMAZON.COM INC	8	O
individual	AMAZON.COM INC	8	O
qualifications	AMAZON.COM INC	8	O
and	AMAZON.COM INC	8	O
skills	AMAZON.COM INC	8	O
as	AMAZON.COM INC	8	O
a	AMAZON.COM INC	8	O
director	AMAZON.COM INC	8	B-TITLE
include	AMAZON.COM INC	8	O
her	AMAZON.COM INC	8	O
leadership	AMAZON.COM INC	8	O
experience	AMAZON.COM INC	8	O
as	AMAZON.COM INC	8	O
a	AMAZON.COM INC	8	O
senior	AMAZON.COM INC	8	O
executive	AMAZON.COM INC	8	O
at	AMAZON.COM INC	8	O
the	AMAZON.COM INC	8	O
Bill	AMAZON.COM INC	8	B-ORG
and	AMAZON.COM INC	8	I-ORG
Melinda	AMAZON.COM INC	8	I-ORG
Gates	AMAZON.COM INC	8	I-ORG
Foundation	AMAZON.COM INC	8	I-ORG
and	AMAZON.COM INC	8	O
at	AMAZON.COM INC	8	O
Microsoft	AMAZON.COM INC	8	B-ORG
,	AMAZON.COM INC	8	O
through	AMAZON.COM INC	8	O
which	AMAZON.COM INC	8	O
she	AMAZON.COM INC	8	O
gained	AMAZON.COM INC	8	O
experience	AMAZON.COM INC	8	O
with	AMAZON.COM INC	8	O
emerging	AMAZON.COM INC	8	O
technologies	AMAZON.COM INC	8	O
and	AMAZON.COM INC	8	O
consumer	AMAZON.COM INC	8	O
-	AMAZON.COM INC	8	O
focused	AMAZON.COM INC	8	O
product	AMAZON.COM INC	8	O
development	AMAZON.COM INC	8	O
and	AMAZON.COM INC	8	O
marketing	AMAZON.COM INC	8	O
issues	AMAZON.COM INC	8	O
,	AMAZON.COM INC	8	O
her	AMAZON.COM INC	8	O
knowledge	AMAZON.COM INC	8	O
of	AMAZON.COM INC	8	O
Amazon	AMAZON.COM INC	8	B-ORG
from	AMAZON.COM INC	8	O
having	AMAZON.COM INC	8	O
served	AMAZON.COM INC	8	O
as	AMAZON.COM INC	8	O
a	AMAZON.COM INC	8	O
director	AMAZON.COM INC	8	B-TITLE
since	AMAZON.COM INC	8	O
1997	AMAZON.COM INC	8	B-DATE
,	AMAZON.COM INC	8	O
as	AMAZON.COM INC	8	O
well	AMAZON.COM INC	8	O
as	AMAZON.COM INC	8	O
her	AMAZON.COM INC	8	O
customer	AMAZON.COM INC	8	O
experience	AMAZON.COM INC	8	O
skills	AMAZON.COM INC	8	O
and	AMAZON.COM INC	8	O
skills	AMAZON.COM INC	8	O
relating	AMAZON.COM INC	8	O
to	AMAZON.COM INC	8	O
public	AMAZON.COM INC	8	O
policy	AMAZON.COM INC	8	O
and	AMAZON.COM INC	8	O
financial	AMAZON.COM INC	8	O
statement	AMAZON.COM INC	8	O
and	AMAZON.COM INC	8	O
accounting	AMAZON.COM INC	8	O
